	reactome-id	name	species	wp-id
746	R-HSA-5579022	Defective GGT1 causes Glutathionuria (GLUTH)	Homo sapiens	
747	R-HSA-5579000	Defective CYP1B1 causes Glaucoma	Homo sapiens	
748	R-HSA-5579017	Defective CYP11B1 causes Adrenal hyperplasia 4 (AH4)	Homo sapiens	
749	R-HSA-5578996	Defective CYP27A1 causes Cerebrotendinous xanthomatosis (CTX)	Homo sapiens	
750	R-HSA-2978092	Abnormal conversion of 2-oxoglutarate to 2-hydroxyglutarate	Homo sapiens	WP3486
751	R-HSA-5619115	Disorders of transmembrane transporters	Homo sapiens	
752	R-HSA-5619102	SLC transporter disorders	Homo sapiens	
753	R-HSA-5619101	Variant SLC6A20 contributes towards hyperglycinuria (HG) and iminoglycinuria (IG)	Homo sapiens	
754	R-HSA-5660686	Variant SLC6A20 contributes towards hyperglycinuria (HG) and iminoglycinuria (IG)	Homo sapiens	
755	R-HSA-5619056	Defective HK1 causes hexokinase deficiency (HK deficiency)	Homo sapiens	
756	R-HSA-5619079	Defective SLC6A18 may confer susceptibility to iminoglycinuria and/or hyperglycinuria	Homo sapiens	
757	R-HSA-5659729	Defective SLC6A18 may confer susceptibility to iminoglycinuria and/or hyperglycinuria	Homo sapiens	
758	R-HSA-5619095	Defective SLCO2A1 causes primary, autosomal recessive hypertrophic osteoarthropathy 2 (PHOAR2)	Homo sapiens	
759	R-HSA-5619077	Defective SLC24A1 causes congenital stationary night blindness 1D (CSNB1D)	Homo sapiens	
760	R-HSA-5619076	Defective SLC17A8 causes autosomal dominant deafness 25 (DFNA25)	Homo sapiens	
761	R-HSA-5619087	Defective SLC12A3 causes Gitelman syndrome (GS)	Homo sapiens	
762	R-HSA-5658208	Defective SLC5A2 causes renal glucosuria (GLYS1)	Homo sapiens	
763	R-HSA-5660883	Defective SLC7A9 causes cystinuria (CSNU)	Homo sapiens	
764	R-HSA-5619047	Defective SLC2A9 causes hypouricemia renal 2 (RHUC2)	Homo sapiens	
765	R-HSA-5619111	Defective SLC20A2 causes idiopathic basal ganglia calcification 1 (IBGC1)	Homo sapiens	
766	R-HSA-5619071	Defective SLC22A12 causes renal hypouricemia 1 (RHUC1)	Homo sapiens	
767	R-HSA-5619097	Defective SLC34A3 causes Hereditary hypophosphatemic rickets with hypercalciuria (HHRH)	Homo sapiens	
768	R-HSA-3560792	Defective SLC26A2 causes chondrodysplasias	Homo sapiens	
769	R-HSA-3560792	Defective SLC26A2 causes chondrodysplasias	Homo sapiens	
770	R-HSA-5619062	Defective SLC1A3 causes episodic ataxia 6 (EA6)	Homo sapiens	
771	R-HSA-5619096	Defective SLC5A5 causes thyroid dyshormonogenesis 1 (TDH1)	Homo sapiens	
772	R-HSA-5619083	Defective SLC35A3 causes arthrogryposis, mental retardation, and seizures (AMRS)	Homo sapiens	
773	R-HSA-5663020	Defective SLC35A1 causes congenital disorder of glycosylation 2F (CDG2F)	Homo sapiens	
774	R-HSA-5619037	Defective SLC35A1 causes congenital disorder of glycosylation 2F (CDG2F)	Homo sapiens	
775	R-HSA-5619054	Defective SLC4A4 causes renal tubular acidosis, proximal, with ocular abnormalities and mental retardation (pRTA-OA)	Homo sapiens	
776	R-HSA-5619048	Defective SLC11A2 causes hypochromic microcytic anemia, with iron overload 1 (AHMIO1)	Homo sapiens	
777	R-HSA-5619092	Defective SLC9A6 causes  X-linked, syndromic mental retardation,, Christianson type (MRXSCH)	Homo sapiens	
778	R-HSA-5619085	Defective SLC26A3 causes congenital secretory chloride diarrhea 1 (DIAR1)	Homo sapiens	
779	R-HSA-5619088	Defective SLC39A4 causes acrodermatitis enteropathica, zinc-deficiency type (AEZ)	Homo sapiens	
780	R-HSA-5661182	Defective SLCO1B1 causes hyperbilirubinemia, Rotor type (HBLRR)	Homo sapiens	
781	R-HSA-5619110	Defective SLCO1B1 causes hyperbilirubinemia, Rotor type (HBLRR)	Homo sapiens	
782	R-HSA-5619098	Defective SLC2A2 causes Fanconi-Bickel syndrome (FBS)	Homo sapiens	
783	R-HSA-5659735	Defective SLC6A19 causes Hartnup disorder (HND)	Homo sapiens	
784	R-HSA-5619044	Defective SLC6A19 causes Hartnup disorder (HND)	Homo sapiens	
785	R-HSA-5619060	Defective CP causes aceruloplasminemia (ACERULOP)	Homo sapiens	
786	R-HSA-5619081	Defective SLC6A3 causes Parkinsonism-dystonia infantile (PKDYS)	Homo sapiens	
787	R-HSA-5660724	Defective SLC6A3 causes Parkinsonism-dystonia infantile (PKDYS)	Homo sapiens	
788	R-HSA-5619089	Defective SLC6A5 causes hyperekplexia 3 (HKPX3)	Homo sapiens	
789	R-HSA-5619055	Defective SLC24A4 causes hypomineralized amelogenesis imperfecta (AI)	Homo sapiens	
790	R-HSA-5619067	Defective SLC1A1 is implicated in schizophrenia 18 (SCZD18) and dicarboxylic aminoaciduria (DCBXA)	Homo sapiens	
791	R-HSA-5619108	Defective SLC27A4 causes ichthyosis prematurity syndrome (IPS)	Homo sapiens	
792	R-HSA-5619109	Defective SLC6A2 causes orthostatic intolerance (OI)	Homo sapiens	
793	R-HSA-5619107	Defective TRP may confer susceptibility towards thyroid papillary carcinoma (TPC)	Homo sapiens	
794	R-HSA-5619072	Defective SLC35A2 causes congenital disorder of glycosylation 2M (CDG2M)	Homo sapiens	
795	R-HSA-5619035	Defective SLC17A5 causes Salla disease (SD) and ISSD	Homo sapiens	
796	R-HSA-5619041	Defective SLC36A2 causes iminoglycinuria (IG) and hyperglycinuria (HG)	Homo sapiens	
797	R-HSA-5619039	Defective SLC12A6 causes agenesis of the corpus callosum, with peripheral neuropathy (ACCPN)	Homo sapiens	
798	R-HSA-5619046	Defective SLC26A4 causes Pendred syndrome (PDS)	Homo sapiens	
799	R-HSA-5619049	Defective SLC40A1 causes hemochromatosis 4 (HFE4) (macrophages)	Homo sapiens	
800	R-HSA-5619061	Defective SLC33A1 causes spastic paraplegia 42 (SPG42)	Homo sapiens	
801	R-HSA-5619053	Defective SLC22A5 causes systemic primary carnitine deficiency (CDSP)	Homo sapiens	
802	R-HSA-5658471	Defective SLC5A7 causes distal hereditary motor neuronopathy 7A (HMN7A)	Homo sapiens	
803	R-HSA-5619114	Defective SLC5A7 causes distal hereditary motor neuronopathy 7A (HMN7A)	Homo sapiens	
804	R-HSA-5619036	Defective SLC24A5 causes oculocutaneous albinism 6 (OCA6)	Homo sapiens	
805	R-HSA-5619043	Defective SLC2A1 causes GLUT1 deficiency syndrome 1 (GLUT1DS1)	Homo sapiens	
806	R-HSA-5619073	Defective GCK causes maturity-onset diabetes of the young 2 (MODY2)	Homo sapiens	
807	R-HSA-5619099	Defective AVP causes neurohypophyseal diabetes insipidus (NDI)	Homo sapiens	
808	R-HSA-5656364	Defective SLC5A1 causes congenital glucose/galactose malabsorption (GGM)	Homo sapiens	
809	R-HSA-5660862	Defective SLC7A7 causes lysinuric protein intolerance (LPI)	Homo sapiens	
810	R-HSA-5619113	Defective SLC3A1 causes cystinuria (CSNU)	Homo sapiens	
811	R-HSA-5619066	Defective SLC22A18 causes lung cancer (LNCR) and embryonal rhabdomyosarcoma 1 (RMSE1)	Homo sapiens	
812	R-HSA-5619070	Defective SLC16A1 causes symptomatic deficiency in lactate transport (SDLT)	Homo sapiens	
813	R-HSA-5619063	Defective SLC29A3 causes histiocytosis-lymphadenopathy plus syndrome (HLAS)	Homo sapiens	
814	R-HSA-5619040	Defective SLC34A1 causes hypophosphatemic nephrolithiasis/osteoporosis 1 (NPHLOP1)	Homo sapiens	
815	R-HSA-5619042	Defective RHAG causes regulator type Rh-null hemolytic anemia (RHN)	Homo sapiens	
816	R-HSA-5619050	Defective SLC4A1 causes hereditary spherocytosis type 4 (HSP4),  distal renal tubular acidosis (dRTA) and dRTA with hemolytic anemia (dRTA-HA)	Homo sapiens	
817	R-HSA-5619068	Defective SLC2A10 causes arterial tortuosity syndrome (ATS)	Homo sapiens	
818	R-HSA-5619052	Defective SLC9A9 causes autism 16 (AUTS16)	Homo sapiens	
819	R-HSA-5619078	Defective SLC35C1 causes congenital disorder of glycosylation 2C (CDG2C)	Homo sapiens	
820	R-HSA-5655799	Defective SLC40A1 causes hemochromatosis 4 (HFE4) (duodenum)	Homo sapiens	
821	R-HSA-5619104	Defective SLC12A1 causes Bartter syndrome 1 (BS1)	Homo sapiens	
822	R-HSA-5619094	Variant SLC6A14 may confer susceptibility towards obesity	Homo sapiens	
823	R-HSA-5619058	Defective SLCO1B3 causes hyperbilirubinemia, Rotor type (HBLRR)	Homo sapiens	
824	R-HSA-5619084	ABC transporter disorders	Homo sapiens	
825	R-HSA-5679090	Defective ABCG8 causes gallbladder disease 4 and sitosterolemia	Homo sapiens	
826	R-HSA-5683371	Defective ABCB6 causes isolated colobomatous microphthalmia 7 (MCOPCB7)	Homo sapiens	
827	R-HSA-5678420	Defective ABCC9 causes dilated cardiomyopathy 10, familial atrial fibrillation 12 and hypertrichotic osteochondrodysplasia	Homo sapiens	
828	R-HSA-5690338	Defective ABCC6 causes pseudoxanthoma elasticum (PXE)	Homo sapiens	
829	R-HSA-5678771	Defective ABCB4 causes progressive familial intrahepatic cholestasis 3, intrahepatic cholestasis of pregnancy 3 and gallbladder disease 1	Homo sapiens	
830	R-HSA-5679001	Defective ABCC2 causes Dubin-Johnson syndrome	Homo sapiens	
831	R-HSA-5682113	Defective ABCA1 causes Tangier disease	Homo sapiens	
832	R-HSA-5679096	Defective ABCG5 causes sitosterolemia	Homo sapiens	
833	R-HSA-5678520	Defective ABCB11 causes progressive familial intrahepatic cholestasis 2 and benign recurrent intrahepatic cholestasis 2	Homo sapiens	
834	R-HSA-5683177	Defective ABCC8 can cause hypoglycemias and hyperglycemias	Homo sapiens	
835	R-HSA-5683678	Defective ABCA3 causes pulmonary surfactant metabolism dysfunction type 3 (SMDP3)	Homo sapiens	
836	R-HSA-5684045	Defective ABCD1 causes adrenoleukodystrophy (ALD)	Homo sapiens	
837	R-HSA-5678895	Defective CFTR causes cystic fibrosis	Homo sapiens	
838	R-HSA-5682294	Defective ABCA12 causes autosomal recessive congenital ichthyosis type 4B	Homo sapiens	
839	R-HSA-5663202	Diseases of signal transduction	Homo sapiens	
840	R-HSA-1643713	Signaling by EGFR in Cancer	Homo sapiens	
841	R-HSA-5637815	Signaling by Ligand-Responsive EGFR Variants in Cancer	Homo sapiens	
842	R-HSA-1236382	Constitutive Signaling by Ligand-Responsive EGFR Cancer Variants	Homo sapiens	
843	R-HSA-5637812	Signaling by EGFRvIII in Cancer	Homo sapiens	
844	R-HSA-5637810	Constitutive Signaling by EGFRvIII	Homo sapiens	
845	R-HSA-5638302	Signaling by Overexpressed Wild-Type EGFR in Cancer	Homo sapiens	
846	R-HSA-5638303	Inhibition of Signaling by Overexpressed EGFR	Homo sapiens	
847	R-HSA-4791275	Signaling by WNT in cancer	Homo sapiens	
848	R-HSA-5340573	WNT ligand secretion is abrogated by the PORCN inhibitor LGK974	Homo sapiens	
849	R-HSA-5340588	RNF mutants show enhanced WNT signaling and proliferation	Homo sapiens	
850	R-HSA-5339716	Misspliced GSK3beta mutants stabilize beta-catenin	Homo sapiens	
851	R-HSA-4839748	AMER1 mutants destabilize the destruction complex	Homo sapiens	
852	R-HSA-5467343	Deletions in the AMER1 gene destabilize the destruction complex	Homo sapiens	
853	R-HSA-5467348	Truncations of AMER1 destabilize the destruction complex	Homo sapiens	
854	R-HSA-5339700	TCF7L2 mutants don't bind CTBP	Homo sapiens	
855	R-HSA-4839744	truncated APC mutants destabilize the destruction complex	Homo sapiens	
856	R-HSA-5467337	APC truncation mutants have impaired AXIN binding	Homo sapiens	
857	R-HSA-5467333	APC truncation mutants are not K63 polyubiquitinated	Homo sapiens	
858	R-HSA-4839735	AXIN mutants destabilize the destruction complex, activating WNT signaling	Homo sapiens	
859	R-HSA-5467345	Deletions in the AXIN genes in hepatocellular carcinoma result in elevated WNT signaling	Homo sapiens	
860	R-HSA-5467340	AXIN missense mutants destabilize the destruction complex	Homo sapiens	
861	R-HSA-5339717	Misspliced LRP5 mutants have enhanced beta-catenin-dependent signaling	Homo sapiens	
862	R-HSA-5545619	XAV939 inhibits tankyrase, stabilizing AXIN	Homo sapiens	
863	R-HSA-4839743	phosphorylation site mutants of CTNNB1 are not targeted to the proteasome by the destruction complex	Homo sapiens	
864	R-HSA-5358751	S45 mutants of beta-catenin aren't phosphorylated	Homo sapiens	
865	R-HSA-5358747	S33 mutants of beta-catenin aren't phosphorylated	Homo sapiens	
866	R-HSA-5358749	S37 mutants of beta-catenin aren't phosphorylated	Homo sapiens	
867	R-HSA-5358752	T41 mutants of beta-catenin aren't phosphorylated	Homo sapiens	
868	R-HSA-2644603	Signaling by NOTCH1 in Cancer	Homo sapiens	
869	R-HSA-2894858	Signaling by NOTCH1 HD+PEST Domain Mutants in Cancer	Homo sapiens	
870	R-HSA-2894862	Constitutive Signaling by NOTCH1 HD+PEST Domain Mutants	Homo sapiens	
871	R-HSA-2644602	Signaling by NOTCH1 PEST Domain Mutants in Cancer	Homo sapiens	
872	R-HSA-2644606	Constitutive Signaling by NOTCH1 PEST Domain Mutants	Homo sapiens	
873	R-HSA-2691230	Signaling by NOTCH1 HD Domain Mutants in Cancer	Homo sapiens	
874	R-HSA-2691232	Constitutive Signaling by NOTCH1 HD Domain Mutants	Homo sapiens	
875	R-HSA-2660825	Signaling by NOTCH1 t(7;9)(NOTCH1:M1580_K2555) Translocation Mutant	Homo sapiens	
876	R-HSA-2660826	Constitutive Signaling by NOTCH1 t(7;9)(NOTCH1:M1580_K2555) Translocation Mutant	Homo sapiens	
877	R-HSA-2644605	FBXW7 Mutants and NOTCH1 in Cancer	Homo sapiens	
878	R-HSA-2644607	Loss of Function of FBXW7 in Cancer and NOTCH1 Signaling	Homo sapiens	
879	R-HSA-2474795	Diseases associated with visual transduction	Homo sapiens	
880	R-HSA-2453864	Retinoid cycle disease events	Homo sapiens	
881	R-HSA-6809583	Retinoid metabolism disease events	Homo sapiens	
882	R-HSA-3304351	Signaling by TGF-beta Receptor Complex in Cancer	Homo sapiens	
883	R-HSA-3304347	Loss of Function of SMAD4 in Cancer	Homo sapiens	
884	R-HSA-3311021	SMAD4 MH2 Domain Mutants in Cancer	Homo sapiens	
885	R-HSA-3304349	Loss of Function of SMAD2/3 in Cancer	Homo sapiens	
886	R-HSA-3315487	SMAD2/3 MH2 Domain Mutants in Cancer	Homo sapiens	
887	R-HSA-3304356	SMAD2/3 Phosphorylation Motif Mutants in Cancer	Homo sapiens	
888	R-HSA-3656534	Loss of Function of TGFBR1 in Cancer	Homo sapiens	
889	R-HSA-3656535	TGFBR1 LBD Mutants in Cancer	Homo sapiens	
890	R-HSA-3656532	TGFBR1 KD Mutants in Cancer	Homo sapiens	
891	R-HSA-3642278	Loss of Function of TGFBR2 in Cancer	Homo sapiens	
892	R-HSA-3645790	TGFBR2 Kinase Domain Mutants in Cancer	Homo sapiens	
893	R-HSA-3642279	TGFBR2 MSI Frameshift Mutants in Cancer	Homo sapiens	
894	R-HSA-5387390	Hh mutants abrogate ligand secretion	Homo sapiens	
895	R-HSA-5658034	HHAT G278V abrogates palmitoylation of Hh-Np	Homo sapiens	
896	R-HSA-5362768	Hh mutants that don't undergo autocatalytic processing are degraded by ERAD	Homo sapiens	
897	R-HSA-2219528	PI3K/AKT Signaling in Cancer	Homo sapiens	
898	R-HSA-5674404	PTEN Loss of Function in Cancer	Homo sapiens	
899	R-HSA-2219530	Constitutive Signaling by Aberrant PI3K in Cancer	Homo sapiens	
900	R-HSA-5674400	Constitutive Signaling by AKT1 E17K in Cancer	Homo sapiens	
901	R-HSA-6802957	Oncogenic MAPK signaling	Homo sapiens	
902	R-HSA-6802953	RAS signaling downstream of NF1 loss-of-function variants	Homo sapiens	
903	R-HSA-6802952	Signaling by BRAF and RAF fusions	Homo sapiens	
904	R-HSA-6802946	Signaling by moderate kinase activity BRAF mutants	Homo sapiens	
905	R-HSA-6802955	Paradoxical activation of RAF signaling by kinase inactive BRAF	Homo sapiens	
906	R-HSA-6802949	Signaling by RAS mutants	Homo sapiens	
907	R-HSA-6802948	Signaling by high-kinase activity BRAF mutants	Homo sapiens	
908	R-HSA-1226099	Signaling by FGFR in disease	Homo sapiens	
909	R-HSA-5655302	Signaling by FGFR1 in disease	Homo sapiens	
910	R-HSA-1839124	FGFR1 mutant receptor activation	Homo sapiens	
911	R-HSA-1839117	Signaling by cytosolic FGFR1 fusion mutants	Homo sapiens	
912	R-HSA-8853336	Signaling by plasma membrane FGFR1 fusions	Homo sapiens	
913	R-HSA-1839122	Signaling by activated point mutants of FGFR1	Homo sapiens	
914	R-HSA-1839120	Signaling by FGFR1 amplification mutants	Homo sapiens	
915	R-HSA-5655332	Signaling by FGFR3 in disease	Homo sapiens	
916	R-HSA-8853338	Signaling by FGFR3 point mutants in cancer	Homo sapiens	
917	R-HSA-2033514	FGFR3 mutant receptor activation	Homo sapiens	
918	R-HSA-1839130	Signaling by activated point mutants of FGFR3	Homo sapiens	
919	R-HSA-2033515	t(4;14) translocations of FGFR3	Homo sapiens	
920	R-HSA-8853334	Signaling by FGFR3 fusions in cancer	Homo sapiens	
921	R-HSA-5655253	Signaling by FGFR2 in disease	Homo sapiens	
922	R-HSA-1839126	FGFR2 mutant receptor activation	Homo sapiens	
923	R-HSA-8853333	Signaling by FGFR2 fusions	Homo sapiens	
924	R-HSA-8851708	Signaling by FGFR2 IIIa TM	Homo sapiens	
925	R-HSA-2033519	Activated point mutants of FGFR2	Homo sapiens	
926	R-HSA-2023837	Signaling by FGFR2 amplification mutants	Homo sapiens	
927	R-HSA-5655291	Signaling by FGFR4 in disease	Homo sapiens	
928	R-HSA-1839128	FGFR4 mutant receptor activation	Homo sapiens	
929	R-HSA-3781865	Diseases of glycosylation	Homo sapiens	
930	R-HSA-3781860	Diseases associated with N-glycosylation of proteins	Homo sapiens	
931	R-HSA-4720454	Defective ALG9 causes ALG9-CDG (CDG-1l)	Homo sapiens	
932	R-HSA-4724289	Defective ALG6 causes ALG6-CDG (CDG-1c)	Homo sapiens	
933	R-HSA-4793954	Defective MOGS causes MOGS-CDG (CDG-2b)	Homo sapiens	
934	R-HSA-4720489	Defective ALG12 causes ALG12-CDG (CDG-1g)	Homo sapiens	
935	R-HSA-4724325	Defective ALG8 causes ALG8-CDG (CDG-1h)	Homo sapiens	
936	R-HSA-4549349	Defective ALG2 causes ALG2-CDG (CDG-1i)	Homo sapiens	
937	R-HSA-4793952	Defective MGAT2 causes MGAT2-CDG (CDG-2a)	Homo sapiens	
938	R-HSA-4793950	Defective MAN1B1 causes MRT15	Homo sapiens	
939	R-HSA-4687000	Defective MPDU1 causes MPDU1-CDG (CDG-1f)	Homo sapiens	
940	R-HSA-4570571	Defective RFT1 causes RFT1-CDG (CDG-1n)	Homo sapiens	
941	R-HSA-4793953	Defective B4GALT1 causes B4GALT1-CDG (CDG-2d)	Homo sapiens	
942	R-HSA-3656244	Defective B4GALT1 causes B4GALT1-CDG (CDG-2d)	Homo sapiens	
943	R-HSA-5633231	Defective ALG14 causes congenital myasthenic syndrome (ALG14-CMS)	Homo sapiens	
944	R-HSA-4551295	Defective ALG11 causes ALG11-CDG (CDG-1p)	Homo sapiens	
945	R-HSA-4549356	Defective DPAGT1 causes DPAGT1-CDG (CDG-1j) and CMSTA2	Homo sapiens	
946	R-HSA-4720475	Defective ALG3 causes ALG3-CDG (CDG-1d)	Homo sapiens	
947	R-HSA-4549380	Defective ALG1 causes ALG1-CDG (CDG-1k)	Homo sapiens	
948	R-HSA-3560782	Diseases associated with glycosaminoglycan metabolism	Homo sapiens	
949	R-HSA-3560796	Defective PAPSS2 causes SEMD-PA	Homo sapiens	
950	R-HSA-3595177	Defective CHSY1 causes TPBS	Homo sapiens	
951	R-HSA-3560783	Defective B4GALT7 causes EDS, progeroid type	Homo sapiens	
952	R-HSA-3656253	Defective EXT1 causes exostoses 1, TRPS2 and CHDS	Homo sapiens	
953	R-HSA-3656243	Defective ST3GAL3 causes MCT12 and EIEE15	Homo sapiens	
954	R-HSA-3656225	Defective CHST6 causes MCDC1	Homo sapiens	
955	R-HSA-3656237	Defective EXT2 causes exostoses 2	Homo sapiens	
956	R-HSA-3595172	Defective CHST3 causes SEDCJD	Homo sapiens	
957	R-HSA-3560801	Defective B3GAT3 causes JDSSDHD	Homo sapiens	
958	R-HSA-4420332	Defective B3GALT6 causes EDSP2 and SEMDJL1	Homo sapiens	
959	R-HSA-3595174	Defective CHST14 causes EDS, musculocontractural type	Homo sapiens	
960	R-HSA-5609975	Diseases associated with glycosylation precursor biosynthesis	Homo sapiens	
961	R-HSA-4341670	Defective NEU1 causes sialidosis	Homo sapiens	
962	R-HSA-4719360	Defective DPM3 causes DPM3-CDG (CDG-1o)	Homo sapiens	
963	R-HSA-4043911	Defective PMM2 causes PMM2-CDG (CDG-1a)	Homo sapiens	
964	R-HSA-5609978	Defective GALT can cause Galactosemia	Homo sapiens	
965	R-HSA-4717374	Defective DPM1 causes DPM1-CDG (CDG-1e)	Homo sapiens	
966	R-HSA-4719377	Defective DPM2 causes DPM2-CDG (CDG-1u)	Homo sapiens	
967	R-HSA-4755579	Defective SRD5A3 causes SRD5A3-CDG (CDG-1q) and KHRZ	Homo sapiens	
968	R-HSA-4755609	Defective DHDDS causes retinitis pigmentosa 59	Homo sapiens	
969	R-HSA-4085011	Defective GNE causes sialuria, Nonaka myopathy and inclusion body myopathy 2	Homo sapiens	
970	R-HSA-4755583	Defective DOLK causes DOLK-CDG (CDG-1m)	Homo sapiens	
971	R-HSA-4085023	Defective GFPT1 causes CMSTA1	Homo sapiens	
972	R-HSA-4043916	Defective MPI causes MPI-CDG (CDG-1b)	Homo sapiens	
973	R-HSA-5609974	Defective PGM1 causes PGM1-CDG (CDG1t)	Homo sapiens	
974	R-HSA-5609977	Defective GALE can cause Epimerase-deficiency galactosemia (EDG)	Homo sapiens	
975	R-HSA-5609976	Defective GALK1 can cause Galactosemia II (GALCT2)	Homo sapiens	
976	R-HSA-3906995	Diseases associated with O-glycosylation of proteins	Homo sapiens	
977	R-HSA-5083632	Defective C1GALT1C1 causes Tn polyagglutination syndrome (TNPS)	Homo sapiens	
978	R-HSA-5083627	Defective LARGE causes MDDGA6 and MDDGB6	Homo sapiens	
979	R-HSA-5083628	Defective POMGNT1 causes MDDGA3, MDDGB3 and MDDGC3	Homo sapiens	
980	R-HSA-5083633	Defective POMT1 causes MDDGA1, MDDGB1 and MDDGC1	Homo sapiens	
981	R-HSA-5083630	Defective LFNG causes SCDO3	Homo sapiens	
982	R-HSA-5083625	Defective GALNT3 causes familial hyperphosphatemic tumoral calcinosis (HFTC)	Homo sapiens	
983	R-HSA-5083629	Defective POMT2 causes MDDGA2, MDDGB2 and MDDGC2	Homo sapiens	
984	R-HSA-5083635	Defective B3GALTL causes Peters-plus syndrome (PpS)	Homo sapiens	
985	R-HSA-5083636	Defective GALNT12 causes colorectal cancer 1 (CRCS1)	Homo sapiens	
986	R-HSA-5260271	Diseases of Immune System	Homo sapiens	
987	R-HSA-5602358	Diseases associated with the TLR signaling cascade	Homo sapiens	
988	R-HSA-5603037	IRAK4 deficiency (TLR5)	Homo sapiens	
989	R-HSA-5602415	UNC93B1 deficiency - HSE	Homo sapiens	
990	R-HSA-5602410	TLR3 deficiency - HSE	Homo sapiens	
991	R-HSA-5603041	IRAK4 deficiency (TLR2/4)	Homo sapiens	
992	R-HSA-5603029	IkBA variant leads to EDA-ID	Homo sapiens	
993	R-HSA-5603027	IKBKG deficiency causes anhidrotic ectodermal dysplasia with immunodeficiency (EDA-ID) (via TLR)	Homo sapiens	
994	R-HSA-5602636	IKBKB deficiency causes SCID	Homo sapiens	
995	R-HSA-5602571	TRAF3 deficiency - HSE	Homo sapiens	
996	R-HSA-5602680	MyD88 deficiency (TLR5)	Homo sapiens	
997	R-HSA-5602566	TICAM1 deficiency - HSE	Homo sapiens	
998	R-HSA-5602498	MyD88 deficiency (TLR2/4)	Homo sapiens	
999	R-HSA-5663205	Infectious disease	Homo sapiens	
1000	R-HSA-162906	HIV Infection	Homo sapiens	
1001	R-HSA-162909	Host Interactions of HIV factors	Homo sapiens	WP2684
1002	R-HSA-176033	Interactions of Vpr with host cellular proteins	Homo sapiens	
1003	R-HSA-180897	Vpr-mediated induction of apoptosis by mitochondrial outer membrane permeabilization	Homo sapiens	
1004	R-HSA-180910	Vpr-mediated nuclear import of PICs	Homo sapiens	
1005	R-HSA-177243	Interactions of Rev with host cellular proteins	Homo sapiens	
1006	R-HSA-180746	Nuclear import of Rev protein	Homo sapiens	
1007	R-HSA-165054	Rev-mediated nuclear export of HIV RNA	Homo sapiens	
1008	R-HSA-165054	Rev-mediated nuclear export of HIV RNA	Homo sapiens	
1009	R-HSA-180689	APOBEC3G mediated resistance to HIV-1 infection	Homo sapiens	
1010	R-HSA-180534	Vpu mediated degradation of CD4	Homo sapiens	
1011	R-HSA-164952	The role of Nef in HIV-1 replication and disease pathogenesis	Homo sapiens	
1012	R-HSA-164938	Nef-mediates down modulation of cell surface receptors by recruiting them to clathrin adapters	Homo sapiens	
1013	R-HSA-164939	Nef mediated downregulation of CD28 cell surface expression	Homo sapiens	
1014	R-HSA-167590	Nef Mediated CD4 Down-regulation	Homo sapiens	
1015	R-HSA-164940	Nef mediated downregulation of MHC class I complex cell surface expression	Homo sapiens	
1016	R-HSA-182218	Nef Mediated CD8 Down-regulation	Homo sapiens	
1017	R-HSA-164944	Nef and signal transduction	Homo sapiens	
1018	R-HSA-176034	Interactions of Tat with host cellular proteins	Homo sapiens	
1019	R-HSA-180585	Vif-mediated degradation of APOBEC3G	Homo sapiens	
1020	R-HSA-162587	HIV Life Cycle	Homo sapiens	WP2658
1021	R-HSA-162594	Early Phase of HIV Life Cycle	Homo sapiens	
1022	R-HSA-162592	Integration of provirus	Homo sapiens	
1023	R-HSA-164843	2-LTR circle formation	Homo sapiens	
1024	R-HSA-175567	Integration of viral DNA into host genomic DNA	Homo sapiens	
1025	R-HSA-177539	Autointegration results in viral DNA circles	Homo sapiens	
1026	R-HSA-162589	Reverse Transcription of HIV RNA	Homo sapiens	
1027	R-HSA-164525	Plus-strand DNA synthesis	Homo sapiens	
1028	R-HSA-164516	Minus-strand DNA synthesis	Homo sapiens	
1029	R-HSA-173107	Binding and entry of HIV virion	Homo sapiens	
1030	R-HSA-162585	Uncoating of the HIV Virion	Homo sapiens	
1031	R-HSA-162599	Late Phase of HIV Life Cycle	Homo sapiens	
1032	R-HSA-167172	Transcription of the HIV genome	Homo sapiens	
1033	R-HSA-167287	HIV elongation arrest and recovery	Homo sapiens	
1034	R-HSA-167290	Pausing and recovery of HIV elongation	Homo sapiens	
1035	R-HSA-167169	HIV Transcription Elongation	Homo sapiens	
1036	R-HSA-167242	Abortive elongation of HIV-1 transcript in the absence of Tat	Homo sapiens	
1037	R-HSA-167246	Tat-mediated elongation of the HIV-1 transcript	Homo sapiens	
1038	R-HSA-167200	Formation of HIV-1 elongation complex containing HIV-1 Tat	Homo sapiens	
1039	R-HSA-167158	Formation of the HIV-1 Early Elongation Complex	Homo sapiens	
1040	R-HSA-167160	RNA Pol II CTD phosphorylation and interaction with CE	Homo sapiens	
1041	R-HSA-77075	RNA Pol II CTD phosphorylation and interaction with CE	Homo sapiens	
1042	R-HSA-167243	Tat-mediated HIV elongation arrest and recovery	Homo sapiens	
1043	R-HSA-167162	RNA Polymerase II HIV Promoter Escape	Homo sapiens	
1044	R-HSA-167161	HIV Transcription Initiation	Homo sapiens	
1045	R-HSA-167238	Pausing and recovery of Tat-mediated HIV elongation	Homo sapiens	
1046	R-HSA-167152	Formation of HIV elongation complex in the absence of HIV Tat	Homo sapiens	
1047	R-HSA-167168	HIV Transcription Termination	Homo sapiens	
